Volcano Number,Volcano Name,Eruption Number,Eruption Category,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Latitude,Longitude
267010,Ruang,16482,Confirmed Eruption,2,1871,3,2,1871,3,14,2.3,125.37
267010,Ruang,16481,Confirmed Eruption,3,1870,8,27,1870,8,28,2.3,125.37
263320,Lamongan,16085,Confirmed Eruption,2,1870,8,18,1871,2,5,-7.979,113.342
263060,Gede-Pangrango,15653,Confirmed Eruption,2,1870,8,0,1870,10,3,-6.77,106.965
263320,Lamongan,16084,Confirmed Eruption,2,1870,3,2,1870,3,5,-7.979,113.342
264250,Iliwerung,16337,Confirmed Eruption,3,1870,0,0,,,,-8.53,123.57
263320,Lamongan,16083,Confirmed Eruption,2,1869,9,12,,,,-7.979,113.342
264180,Lewotobi,16285,Confirmed Eruption,2,1869,7,7,1869,7,27,-8.542,122.775
263320,Lamongan,16082,Confirmed Eruption,2,1869,4,6,1869,5,4,-7.979,113.342
264180,Lewotobi,16284,Confirmed Eruption,2,1868,12,15,,,,-8.542,122.775
268060,Gamalama,16649,Confirmed Eruption,2,1868,11,13,1869,2,10,0.8,127.33
261220,Kaba,15540,Confirmed Eruption,2,1868,10,0,1869,0,0,-3.522,102.615
264180,Lewotobi,16283,Confirmed Eruption,2,1868,7,13,,,,-8.542,122.775
264110,Iya,16177,Confirmed Eruption,2,1868,5,4,,,,-8.897,121.645
268060,Gamalama,16648,Confirmed Eruption,1,1868,3,13,1868,3,13,0.8,127.33
268010,Dukono,16575,Confirmed Eruption,2,1868,0,0,,,,1.693,127.894
263310,Tengger Caldera,13450,Confirmed Eruption,2,1867,12,13,1868,1,12,-7.942,112.95
263300,Semeru,15982,Confirmed Eruption,2,1867,4,15,1867,5,0,-8.108,112.922
264110,Iya,13708,Confirmed Eruption,2,1867,1,0,,,,-8.897,121.645
263060,Gede-Pangrango,15652,Confirmed Eruption,2,1866,9,18,,,,-6.77,106.965
263310,Tengger Caldera,13449,Confirmed Eruption,2,1866,7,0,,,,-7.942,112.95
263310,Tengger Caldera,13448,Confirmed Eruption,2,1865,12,1,1865,12,18,-7.942,112.95
263250,Merapi,15877,Confirmed Eruption,2,1865,10,24,1871,8,0,-7.542,110.442
264180,Lewotobi,16282,Confirmed Eruption,2,1865,5,4,,,,-8.542,122.775
263300,Semeru,15980,Confirmed Eruption,2,1865,4,15,,,,-8.108,112.922
263310,Tengger Caldera,15988,Confirmed Eruption,2,1865,4,0,1865,5,0,-7.942,112.95
264140,Kelimutu,16261,Confirmed Eruption,2,1865,0,0,,,,-8.77,121.82
268060,Gamalama,16647,Confirmed Eruption,2,1864,12,27,1865,1,2,0.8,127.33
268070,Makian,16687,Confirmed Eruption,1,1864,10,0,1864,10,0,0.32,127.4
263340,Raung,15921,Confirmed Eruption,2,1864,7,2,1864,12,0,-8.119,114.056
263320,Lamongan,16081,Confirmed Eruption,2,1864,6,9,1864,7,0,-7.979,113.342
267020,Karangetang,16497,Confirmed Eruption,2,1864,6,6,,,,2.781,125.407
268060,Gamalama,16645,Confirmed Eruption,2,1864,1,20,1864,2,17,0.8,127.33
263280,Kelut,15949,Confirmed Eruption,2,1864,1,4,1864,1,4,-7.93,112.308
264230,Lewotolo,16333,Confirmed Eruption,2,1864,0,0,,,,-8.272,123.505
268070,Makian,16686,Confirmed Eruption,1,1863,8,25,1863,8,31,0.32,127.4
261140,Marapi,15427,Confirmed Eruption,2,1863,5,23,,,,-0.381,100.473
268060,Gamalama,16643,Confirmed Eruption,2,1862,7,15,1862,10,0,0.8,127.33
263250,Merapi,15848,Confirmed Eruption,2,1862,5,26,1864,0,0,-7.542,110.442
268070,Makian,16685,Confirmed Eruption,4,1861,12,28,1862,10,0,0.32,127.4
264180,Lewotobi,16281,Confirmed Eruption,2,1861,5,4,1861,5,18,-8.542,122.775
261140,Marapi,15426,Confirmed Eruption,2,1861,4,0,,,,-0.381,100.473
263250,Merapi,15847,Confirmed Eruption,2,1861,0,0,,,,-7.542,110.442
263320,Lamongan,16080,Confirmed Eruption,2,1861,0,0,,,,-7.979,113.342
264050,Sangeang Api,16238,Confirmed Eruption,2,1860,9,11,1860,10,0,-8.2,119.07
263340,Raung,15920,Confirmed Eruption,2,1860,9,0,,,,-8.119,114.056
263310,Tengger Caldera,16033,Confirmed Eruption,2,1860,6,12,1860,6,14,-7.942,112.95
263300,Semeru,15978,Confirmed Eruption,2,1860,4,0,1860,6,0,-8.108,112.922
263180,Slamet,15735,Confirmed Eruption,2,1860,3,19,1860,4,11,-7.242,109.208
263340,Raung,15919,Confirmed Eruption,2,1859,12,14,,,,-8.119,114.056
263320,Lamongan,16079,Confirmed Eruption,2,1859,2,27,1859,3,0,-7.979,113.342
263310,Tengger Caldera,16032,Confirmed Eruption,2,1859,1,30,1859,3,4,-7.942,112.95
265070,Serua,16392,Confirmed Eruption,2,1859,0,0,,,,-6.312,130.017
263310,Tengger Caldera,16031,Confirmed Eruption,2,1858,10,18,,,,-7.942,112.95
263310,Tengger Caldera,16030,Confirmed Eruption,2,1858,3,4,,,,-7.942,112.95
265070,Serua,16391,Confirmed Eruption,2,1858,0,0,,,,-6.312,130.017
263300,Semeru,15977,Confirmed Eruption,2,1857,8,13,1857,9,0,-8.108,112.922
263310,Tengger Caldera,16029,Confirmed Eruption,2,1857,0,0,,,,-7.942,112.95
263310,Tengger Caldera,16028,Confirmed Eruption,2,1856,9,10,,,,-7.942,112.95
263300,Semeru,15976,Confirmed Eruption,2,1856,9,10,,,,-8.108,112.922
267010,Ruang,16480,Confirmed Eruption,1,1856,9,0,,,,2.3,125.37
261050,"Telong, Bur ni",15398,Confirmed Eruption,2,1856,4,14,,,,4.769,96.821
267040,Awu,16557,Confirmed Eruption,3,1856,3,2,1856,3,17,3.67,125.5
263320,Lamongan,16078,Confirmed Eruption,2,1856,3,1,1856,6,14,-7.979,113.342
261140,Marapi,15425,Confirmed Eruption,2,1855,10,2,1856,1,0,-0.381,100.473
261140,Marapi,15422,Confirmed Eruption,2,1854,8,29,,,,-0.381,100.473
264010,Batur,16183,Confirmed Eruption,1,1854,4,28,,,,-8.242,115.375
261220,Kaba,15539,Confirmed Eruption,2,1853,11,0,,,,-3.522,102.615
263060,Gede-Pangrango,15651,Confirmed Eruption,3,1853,3,14,1853,3,14,-6.77,106.965
261230,Dempo,15551,Confirmed Eruption,2,1853,1,1,,,,-4.03,103.13
264230,Lewotolo,16332,Confirmed Eruption,2,1852,10,5,1852,10,6,-8.272,123.505
263060,Gede-Pangrango,15650,Confirmed Eruption,2,1852,5,28,1852,5,28,-6.77,106.965
263280,Kelut,15948,Confirmed Eruption,2,1851,1,24,,,,-7.93,112.308
263300,Semeru,15975,Confirmed Eruption,2,1851,1,0,,,,-8.108,112.922
263340,Raung,15918,Confirmed Eruption,,1849,12,1,,,,-8.119,114.056
263180,Slamet,15734,Confirmed Eruption,2,1849,12,1,,,,-7.242,109.208
268060,Gamalama,16640,Confirmed Eruption,2,1849,11,27,1850,11,19,0.8,127.33
264230,Lewotolo,16331,Confirmed Eruption,2,1849,10,6,,,,-8.272,123.505
263250,Merapi,15876,Confirmed Eruption,3,1849,9,14,1849,9,24,-7.542,110.442
263320,Lamongan,16077,Confirmed Eruption,2,1849,6,0,1849,9,0,-7.979,113.342
263250,Merapi,15875,Confirmed Eruption,2,1849,4,26,1849,4,26,-7.542,110.442
264010,Batur,16182,Confirmed Eruption,2,1849,0,0,,,,-8.242,115.375
263300,Semeru,15973,Confirmed Eruption,2,1848,8,4,,,,-8.108,112.922
263280,Kelut,15946,Confirmed Eruption,3,1848,5,16,1848,5,17,-7.93,112.308
263060,Gede-Pangrango,15649,Confirmed Eruption,2,1848,5,8,,,,-6.77,106.965
263300,Semeru,15972,Confirmed Eruption,2,1848,2,0,,,,-8.108,112.922
263200,Dieng Volcanic Complex,15775,Confirmed Eruption,2,1847,12,4,,,,-7.2,109.92
263060,Gede-Pangrango,15648,Confirmed Eruption,2,1847,10,17,1847,10,18,-6.77,106.965
263130,Guntur,15712,Confirmed Eruption,2,1847,10,16,1847,10,28,-7.143,107.84
263320,Lamongan,16076,Confirmed Eruption,2,1847,9,25,,,,-7.979,113.342
268060,Gamalama,16639,Confirmed Eruption,,1847,9,7,1847,9,7,0.8,127.33
263320,Lamongan,16075,Confirmed Eruption,2,1847,3,26,1847,6,26,-7.979,113.342
263180,Slamet,15733,Confirmed Eruption,2,1847,3,20,,,,-7.242,109.208
268060,Gamalama,16637,Confirmed Eruption,2,1847,2,7,1847,2,7,0.8,127.33
264260,"Tara, Batu",16351,Confirmed Eruption,2,1847,0,0,1852,8,31,-7.791,123.585
264030,Rinjani,16211,Confirmed Eruption,2,1846,9,10,1846,9,12,-8.42,116.47
263250,Merapi,15873,Confirmed Eruption,3,1846,9,2,1847,10,0,-7.542,110.442
265070,Serua,16390,Confirmed Eruption,2,1846,9,0,,,,-6.312,130.017
263090,Tangkubanparahu,15671,Confirmed Eruption,2,1846,5,27,,,,-6.77,107.6
268060,Gamalama,16636,Confirmed Eruption,2,1846,5,19,1846,5,19,0.8,127.33
263250,Merapi,15872,Confirmed Eruption,2,1846,4,6,,,,-7.542,110.442
266110,Mahawu,16466,Confirmed Eruption,2,1846,0,0,,,,1.352,124.865
261140,Marapi,15421,Confirmed Eruption,2,1845,11,16,1845,11,18,-0.381,100.473
261160,Talang,15486,Confirmed Eruption,2,1845,4,22,,,,-0.979,100.681
266030,Soputan,16425,Confirmed Eruption,2,1845,2,8,,,,1.112,124.737
263060,Gede-Pangrango,15647,Confirmed Eruption,2,1845,1,23,1845,3,5,-6.77,106.965
263300,Semeru,15971,Confirmed Eruption,2,1845,1,0,1845,7,0,-8.108,112.922
266020,Ambang,16424,Confirmed Eruption,,1845,0,0,,,,0.75,124.42
263310,Tengger Caldera,16027,Confirmed Eruption,2,1844,11,9,,,,-7.942,112.95
263300,Semeru,15970,Confirmed Eruption,2,1844,9,25,1844,9,27,-8.108,112.922
265070,Serua,16388,Confirmed Eruption,2,1844,8,0,1844,9,0,-6.312,130.017
264110,Iya,13707,Confirmed Eruption,2,1844,5,0,,,,-8.897,121.645
263130,Guntur,15711,Confirmed Eruption,2,1843,11,26,1843,11,26,-7.143,107.84
261160,Talang,15485,Confirmed Eruption,2,1843,10,21,,,,-0.979,100.681
263320,Lamongan,16074,Confirmed Eruption,2,1843,8,0,1844,9,0,-7.979,113.342
263060,Gede-Pangrango,15632,Confirmed Eruption,2,1843,7,28,,,,-6.77,106.965
268060,Gamalama,16633,Confirmed Eruption,2,1843,4,10,1843,5,27,0.8,127.33
263130,Guntur,15710,Confirmed Eruption,3,1843,1,4,1843,1,4,-7.143,107.84
263310,Tengger Caldera,16026,Confirmed Eruption,2,1843,1,0,,,,-7.942,112.95
264020,Agung,16209,Confirmed Eruption,5,1843,0,0,,,,-8.342,115.508
266130,Tangkoko-Duasudara,16476,Confirmed Eruption,2,1843,0,0,1846,0,0,1.518,125.185
268060,Gamalama,16632,Confirmed Eruption,1,1842,10,6,1842,12,31,0.8,127.33
263310,Tengger Caldera,16025,Confirmed Eruption,2,1842,1,24,1842,6,0,-7.942,112.95
263300,Semeru,15969,Confirmed Eruption,2,1842,1,0,1842,3,0,-8.108,112.922
263090,Tangkubanparahu,15670,Confirmed Eruption,,1842,0,0,,,,-6.77,107.6
261170,Kerinci,15501,Confirmed Eruption,2,1842,0,0,,,,-1.697,101.264
263130,Guntur,15709,Confirmed Eruption,2,1841,11,14,1841,11,14,-7.143,107.84
263320,Lamongan,16073,Confirmed Eruption,2,1841,7,16,1842,8,0,-7.979,113.342
263060,Gede-Pangrango,15631,Confirmed Eruption,3,1840,11,12,1840,12,11,-6.77,106.965
263130,Guntur,15708,Confirmed Eruption,2,1840,5,20,1840,5,24,-7.143,107.84
268060,Gamalama,16630,Confirmed Eruption,3,1840,2,2,1840,9,29,0.8,127.33
263250,Merapi,15871,Confirmed Eruption,1,1840,1,4,,,,-7.542,110.442
267010,Ruang,16479,Confirmed Eruption,2,1840,0,0,,,,2.3,125.37
268060,Gamalama,16629,Confirmed Eruption,2,1839,1,29,1839,3,26,0.8,127.33
261020,Seulawah Agam,15390,Confirmed Eruption,2,1839,1,12,1839,1,13,5.448,95.658
261050,"Telong, Bur ni",15397,Confirmed Eruption,2,1839,1,12,1839,1,13,4.769,96.821
261230,Dempo,15550,Confirmed Eruption,2,1839,0,0,,,,-4.03,103.13
263320,Lamongan,15950,Confirmed Eruption,2,1838,10,18,,,,-7.979,113.342
263320,Lamongan,16072,Confirmed Eruption,2,1838,7,4,1838,7,6,-7.979,113.342
263300,Semeru,15968,Confirmed Eruption,2,1838,7,0,1838,10,18,-8.108,112.922
268060,Gamalama,16628,Confirmed Eruption,2,1838,2,26,1838,5,0,0.8,127.33
263340,Raung,16114,Confirmed Eruption,2,1838,0,0,,,,-8.119,114.056
261170,Kerinci,15500,Confirmed Eruption,2,1838,0,0,,,,-1.697,101.264
261050,"Telong, Bur ni",15396,Confirmed Eruption,2,1837,9,25,,,,4.769,96.821
263250,Merapi,15870,Confirmed Eruption,2,1837,8,10,1838,6,0,-7.542,110.442
263130,Guntur,15707,Confirmed Eruption,2,1836,10,11,,,,-7.143,107.84
263300,Semeru,15967,Confirmed Eruption,2,1836,8,3,1836,8,5,-8.108,112.922
267010,Ruang,16478,Confirmed Eruption,2,1836,4,22,1836,4,24,2.3,125.37
263180,Slamet,15732,Confirmed Eruption,2,1835,9,0,1835,9,0,-7.242,109.208
267030,Banua Wuhu,16545,Confirmed Eruption,2,1835,4,23,1835,4,26,3.138,125.491
268060,Gamalama,16627,Confirmed Eruption,2,1835,1,4,,,,0.8,127.33
263280,Kelut,15945,Confirmed Eruption,2,1835,0,0,,,,-7.93,112.308
263310,Tengger Caldera,16024,Confirmed Eruption,2,1835,0,0,,,,-7.942,112.95
263130,Guntur,15706,Confirmed Eruption,2,1834,12,0,1835,1,0,-7.143,107.84
261220,Kaba,15537,Confirmed Eruption,2,1834,11,0,,,,-3.522,102.615
261220,Kaba,15536,Confirmed Eruption,2,1833,11,24,1833,11,25,-3.522,102.615
261160,Talang,15484,Confirmed Eruption,2,1833,10,0,,,,-0.979,100.681
263130,Guntur,15705,Confirmed Eruption,2,1833,9,1,,,,-7.143,107.84
268060,Gamalama,16626,Confirmed Eruption,2,1833,6,15,,,,0.8,127.33
266030,Soputan,15830,Confirmed Eruption,2,1833,0,0,,,,1.112,124.737
261140,Marapi,15420,Confirmed Eruption,2,1833,0,0,1834,0,0,-0.381,100.473
263250,Merapi,15869,Confirmed Eruption,2,1832,12,25,1836,0,0,-7.542,110.442
263060,Gede-Pangrango,15629,Confirmed Eruption,3,1832,8,29,1832,8,29,-6.77,106.965
263130,Guntur,15704,Confirmed Eruption,2,1832,8,8,1832,8,13,-7.143,107.84
263300,Semeru,15966,Confirmed Eruption,2,1832,4,18,,,,-8.108,112.922
263130,Guntur,15703,Confirmed Eruption,2,1832,1,16,,,,-7.143,107.84
268060,Gamalama,16625,Confirmed Eruption,2,1831,5,27,1831,6,27,0.8,127.33
263300,Semeru,15965,Confirmed Eruption,2,1830,12,15,1830,12,16,-8.108,112.922
263310,Tengger Caldera,16023,Confirmed Eruption,2,1830,12,15,1830,12,16,-7.942,112.95
263310,Tengger Caldera,16022,Confirmed Eruption,2,1830,3,3,,,,-7.942,112.95
263320,Lamongan,16071,Confirmed Eruption,2,1830,2,0,1830,3,0,-7.979,113.342
264100,Ebulobo,16157,Confirmed Eruption,2,1830,0,0,,,,-8.82,121.18
263310,Tengger Caldera,16021,Confirmed Eruption,2,1829,11,5,1829,11,11,-7.942,112.95
263090,Tangkubanparahu,15669,Confirmed Eruption,2,1829,4,1,1829,4,4,-6.77,107.6
266100,Lokon-Empung,16443,Confirmed Eruption,2,1829,3,0,,,,1.358,124.792
263300,Semeru,15964,Confirmed Eruption,2,1829,2,0,,,,-8.108,112.922
263320,Lamongan,16070,Confirmed Eruption,2,1829,1,0,1829,2,0,-7.979,113.342
263130,Guntur,15702,Confirmed Eruption,2,1829,0,0,,,,-7.143,107.84
261120,Sorikmarapi,15406,Confirmed Eruption,2,1829,0,0,,,,0.686,99.539
263250,Merapi,15868,Confirmed Eruption,2,1828,12,18,1828,12,19,-7.542,110.442
263130,Guntur,15701,Confirmed Eruption,2,1828,5,14,1828,7,8,-7.143,107.84
263130,Guntur,15700,Confirmed Eruption,2,1827,5,13,,,,-7.143,107.84
263200,Dieng Volcanic Complex,15774,Confirmed Eruption,2,1826,10,11,1826,10,15,-7.2,109.92
263090,Tangkubanparahu,15668,Confirmed Eruption,2,1826,10,11,1826,10,11,-6.77,107.6
263280,Kelut,15944,Confirmed Eruption,4,1826,10,11,1826,10,25,-7.93,112.308
263320,Lamongan,16069,Confirmed Eruption,2,1826,0,0,,,,-7.979,113.342
263310,Tengger Caldera,16020,Confirmed Eruption,2,1825,11,5,1825,11,8,-7.942,112.95
263180,Slamet,15731,Confirmed Eruption,2,1825,10,0,,,,-7.242,109.208
263130,Guntur,15699,Confirmed Eruption,2,1825,6,14,1825,6,15,-7.143,107.84
263200,Dieng Volcanic Complex,13412,Confirmed Eruption,2,1825,0,0,,,,-7.2,109.92
263280,Kelut,15942,Confirmed Eruption,2,1825,0,0,,,,-7.93,112.308
265090,Banda Api,16414,Confirmed Eruption,1,1825,0,0,1831,0,0,-4.523,129.881
267020,Karangetang,16496,Confirmed Eruption,2,1825,0,0,,,,2.781,125.407
265090,Banda Api,16413,Confirmed Eruption,2,1824,4,22,1824,6,28,-4.523,129.881
263320,Lamongan,16068,Confirmed Eruption,2,1824,1,1,1824,1,31,-7.979,113.342
263310,Tengger Caldera,16019,Confirmed Eruption,2,1822,12,28,1823,1,5,-7.942,112.95
263250,Merapi,15867,Confirmed Eruption,3,1822,12,27,1823,4,6,-7.542,110.442
263140,Galunggung,15718,Confirmed Eruption,5,1822,10,8,1822,12,1,-7.25,108.058
261140,Marapi,15419,Confirmed Eruption,2,1822,7,23,1822,7,31,-0.381,100.473
263320,Lamongan,16067,Confirmed Eruption,2,1821,12,15,1822,1,5,-7.979,113.342
264050,Sangeang Api,16237,Confirmed Eruption,2,1821,3,23,,,,-8.2,119.07
264010,Batur,16180,Confirmed Eruption,2,1821,3,16,,,,-8.242,115.375
266130,Tangkoko-Duasudara,16475,Confirmed Eruption,0,1821,0,0,,,,1.518,125.185
265090,Banda Api,16412,Confirmed Eruption,2,1820,6,11,1820,8,8,-4.523,129.881
263310,Tengger Caldera,16018,Confirmed Eruption,2,1820,0,0,,,,-7.942,112.95
264040,Tambora,16232,Confirmed Eruption,2,1819,8,0,,,,-8.25,118
264230,Lewotolo,16330,Confirmed Eruption,2,1819,0,0,,,,-8.272,123.505
266030,Soputan,13726,Confirmed Eruption,2,1819,0,0,,,,1.112,124.737
263300,Semeru,15963,Confirmed Eruption,2,1818,11,8,,,,-8.108,112.922
263130,Guntur,15698,Confirmed Eruption,2,1818,10,21,1818,10,24,-7.143,107.84
263320,Lamongan,13676,Confirmed Eruption,2,1818,10,8,,,,-7.979,113.342
263210,Sundoro,15797,Confirmed Eruption,2,1818,0,0,,,,-7.3,109.992
261230,Dempo,15549,Confirmed Eruption,2,1817,12,31,,,,-4.03,103.13
263340,Raung,16113,Confirmed Eruption,4,1817,1,16,1817,2,10,-8.119,114.056
263350,Ijen,16169,Confirmed Eruption,2,1817,1,15,1817,2,18,-8.058,114.242
263320,Lamongan,13675,Confirmed Eruption,2,1817,0,0,,,,-7.979,113.342
265090,Banda Api,16411,Confirmed Eruption,2,1816,10,11,1816,12,0,-4.523,129.881
263130,Guntur,15697,Confirmed Eruption,2,1816,9,21,,,,-7.143,107.84
263340,Raung,16112,Confirmed Eruption,2,1815,12,31,,,,-8.119,114.056
263130,Guntur,15696,Confirmed Eruption,2,1815,8,15,,,,-7.143,107.84
263310,Tengger Caldera,16017,Confirmed Eruption,2,1815,4,5,1815,4,17,-7.942,112.95
268060,Gamalama,16621,Confirmed Eruption,2,1814,11,27,1814,11,28,0.8,127.33
268060,Gamalama,16620,Confirmed Eruption,2,1812,9,7,1812,9,7,0.8,127.33
267040,Awu,16556,Confirmed Eruption,4,1812,8,6,1812,8,8,3.67,125.5
263340,Raung,16111,Confirmed Eruption,2,1812,0,0,1814,0,0,-8.119,114.056
263250,Merapi,13422,Confirmed Eruption,1,1812,0,0,1822,0,0,-7.542,110.442
264040,Tambora,16231,Confirmed Eruption,7,1812,0,0,1815,7,15,-8.25,118
263280,Kelut,15941,Confirmed Eruption,2,1811,6,5,,,,-7.93,112.308
268060,Gamalama,16619,Confirmed Eruption,2,1811,2,1,1811,5,0,0.8,127.33
263250,Merapi,13421,Confirmed Eruption,1,1810,0,0,,,,-7.542,110.442
263130,Guntur,15695,Confirmed Eruption,2,1809,5,9,,,,-7.143,107.84
263320,Lamongan,13674,Confirmed Eruption,2,1808,12,8,,,,-7.979,113.342
267010,Ruang,16477,Confirmed Eruption,2,1808,0,0,,,,2.3,125.37
264020,Agung,16207,Confirmed Eruption,2,1808,0,0,,,,-8.342,115.508
263130,Guntur,15694,Confirmed Eruption,2,1807,9,1,1807,9,6,-7.143,107.84
261140,Marapi,15418,Confirmed Eruption,2,1807,0,0,,,,-0.381,100.473
263250,Merapi,15812,Confirmed Eruption,1,1807,0,0,,,,-7.542,110.442
263320,Lamongan,16066,Confirmed Eruption,2,1806,5,0,,,,-7.979,113.342
263210,Sundoro,15796,Confirmed Eruption,2,1806,0,0,,,,-7.3,109.992
263170,Cereme,15727,Confirmed Eruption,2,1805,4,0,,,,-6.892,108.4
263310,Tengger Caldera,16016,Confirmed Eruption,2,1804,9,0,,,,-7.942,112.95
263340,Raung,16110,Confirmed Eruption,2,1804,0,0,,,,-8.119,114.056
264010,Batur,16179,Confirmed Eruption,2,1804,0,0,,,,-8.242,115.375
263130,Guntur,15693,Confirmed Eruption,2,1803,4,3,1803,4,15,-7.143,107.84
266130,Tangkoko-Duasudara,16474,Confirmed Eruption,2,1801,0,0,,,,1.518,125.185
263130,Guntur,15692,Confirmed Eruption,,1800,0,0,,,,-7.143,107.84
263320,Lamongan,16065,Confirmed Eruption,2,1799,0,0,,,,-7.979,113.342
263240,Merbabu,15809,Confirmed Eruption,2,1797,0,0,,,,-7.45,110.43
263250,Merapi,15811,Confirmed Eruption,1,1797,0,0,,,,-7.542,110.442
263350,Ijen,16168,Confirmed Eruption,2,1796,0,0,,,,-8.058,114.242
263340,Raung,16109,Confirmed Eruption,2,1793,0,0,,,,-8.119,114.056
263250,Merapi,15866,Confirmed Eruption,2,1791,0,0,,,,-7.542,110.442
266110,Mahawu,16465,Confirmed Eruption,2,1789,12,31,,,,1.352,124.865
266110,Mahawu,16464,Confirmed Eruption,,1788,0,0,,,,1.352,124.865
263250,Merapi,15865,Confirmed Eruption,1,1786,7,17,,,,-7.542,110.442
263200,Dieng Volcanic Complex,15773,Confirmed Eruption,2,1786,0,0,,,,-7.2,109.92
266030,Soputan,16303,Confirmed Eruption,2,1785,12,31,,,,1.112,124.737
263280,Kelut,15940,Confirmed Eruption,2,1785,0,0,,,,-7.93,112.308
263130,Guntur,15691,Confirmed Eruption,2,1780,0,0,,,,-7.143,107.84
263050,Salak,15643,Confirmed Eruption,2,1780,0,0,,,,-6.72,106.73
265090,Banda Api,16410,Confirmed Eruption,2,1778,0,0,,,,-4.523,129.881
263130,Guntur,15690,Confirmed Eruption,2,1777,0,0,,,,-7.143,107.84
263280,Kelut,15939,Confirmed Eruption,2,1776,0,0,,,,-7.93,112.308
268060,Gamalama,16617,Confirmed Eruption,3,1775,8,20,1775,11,6,0.8,127.33
263170,Cereme,15726,Confirmed Eruption,2,1775,1,4,,,,-6.892,108.4
265090,Banda Api,16409,Confirmed Eruption,2,1775,0,0,,,,-4.523,129.881
266100,Lokon-Empung,16442,Confirmed Eruption,3,1775,0,0,,,,1.358,124.792
268060,Gamalama,16616,Confirmed Eruption,2,1773,10,21,1774,1,22,0.8,127.33
265090,Banda Api,16408,Confirmed Eruption,2,1773,2,6,,,,-4.523,129.881
268060,Gamalama,16615,Confirmed Eruption,2,1773,2,2,1773,2,7,0.8,127.33
263100,Papandayan,15685,Confirmed Eruption,3,1772,8,12,1772,8,12,-7.32,107.73
263170,Cereme,15725,Confirmed Eruption,2,1772,8,11,1772,8,12,-6.892,108.4
263180,Slamet,15730,Confirmed Eruption,2,1772,8,11,1772,8,12,-7.242,109.208
268060,Gamalama,16614,Confirmed Eruption,3,1771,8,28,1772,10,9,0.8,127.33
263280,Kelut,15938,Confirmed Eruption,2,1771,1,10,,,,-7.93,112.308
268060,Gamalama,16613,Confirmed Eruption,3,1770,7,6,1770,12,9,0.8,127.33
261140,Marapi,15417,Confirmed Eruption,2,1770,0,0,,,,-0.381,100.473
263250,Merapi,15864,Confirmed Eruption,2,1768,8,19,,,,-7.542,110.442
265090,Banda Api,16407,Confirmed Eruption,2,1765,4,19,1766,10,0,-4.523,129.881
268060,Gamalama,16612,Confirmed Eruption,2,1763,0,0,,,,0.8,127.33
265090,Banda Api,16406,Confirmed Eruption,2,1762,0,0,,,,-4.523,129.881
263060,Gede-Pangrango,15628,Confirmed Eruption,2,1761,0,0,,,,-6.77,106.965
268070,Makian,16682,Confirmed Eruption,4,1760,9,22,1761,4,30,0.32,127.4
263250,Merapi,15863,Confirmed Eruption,2,1755,0,0,,,,-7.542,110.442
263280,Kelut,15936,Confirmed Eruption,2,1752,5,1,,,,-7.93,112.308
263250,Merapi,15862,Confirmed Eruption,2,1752,0,0,,,,-7.542,110.442
265090,Banda Api,16405,Confirmed Eruption,2,1749,0,0,,,,-4.523,129.881
263060,Gede-Pangrango,15627,Confirmed Eruption,3,1747,0,0,1748,0,0,-6.77,106.965
263250,Merapi,15861,Confirmed Eruption,2,1745,0,0,,,,-7.542,110.442
268060,Gamalama,16611,Confirmed Eruption,2,1739,0,0,,,,0.8,127.33
268060,Gamalama,16610,Confirmed Eruption,2,1737,3,10,1737,3,13,0.8,127.33
263220,Sumbing,15805,Confirmed Eruption,1,1730,0,0,,,,-7.384,110.07
263340,Raung,16108,Confirmed Eruption,3,1730,0,0,,,,-8.119,114.056
265090,Banda Api,16404,Confirmed Eruption,2,1722,0,0,,,,-4.523,129.881
268010,Dukono,16574,Confirmed Eruption,,1719,0,0,,,,1.693,127.894
263280,Kelut,15935,Confirmed Eruption,2,1716,7,20,,,,-7.93,112.308
264050,Sangeang Api,16236,Confirmed Eruption,2,1715,0,0,,,,-8.2,119.07
265090,Banda Api,16403,Confirmed Eruption,2,1712,5,0,1712,12,0,-4.523,129.881
267020,Karangetang,16495,Confirmed Eruption,2,1712,1,16,,,,2.781,125.407
267040,Awu,16555,Confirmed Eruption,3,1711,12,10,1711,12,16,3.67,125.5
265030,Gunungapi Wetar,16372,Confirmed Eruption,3,1699,0,0,,,,-6.642,126.65
263170,Cereme,15724,Confirmed Eruption,3,1698,2,3,,,,-6.892,108.4
265070,Serua,16387,Confirmed Eruption,3,1694,0,0,,,,-6.312,130.017
266130,Tangkoko-Duasudara,16473,Confirmed Eruption,3,1694,0,0,,,,1.518,125.185
265070,Serua,16386,Confirmed Eruption,4,1693,6,4,1693,7,0,-6.312,130.017
265050,Teon,16377,Confirmed Eruption,3,1693,0,0,,,,-6.976,129.144
265090,Banda Api,16402,Confirmed Eruption,3,1690,0,0,1696,5,22,-4.523,129.881
263130,Guntur,15689,Confirmed Eruption,3,1690,0,0,,,,-7.143,107.84
265070,Serua,16384,Confirmed Eruption,3,1687,6,15,,,,-6.312,130.017
268060,Gamalama,16609,Confirmed Eruption,3,1687,5,10,1687,5,11,0.8,127.33
268060,Gamalama,16608,Confirmed Eruption,2,1686,9,0,1686,10,13,0.8,127.33
